NAME,CLUBS,ATWins,ATLosses,winRatio,poolWins,poolLosses,poolWinRatio,DEWins,DELosses,DEWinRatio
"
                    Sydney Liu",Halberstadt Fencers' Club,376,293,56.2%,284,207,57.8%,92,86,51.7%
"
                    Emily King",Tiger Fencing Club / Peters Township Fencing Club,42,44,48.8%,33,33,50.0%,9,11,45.0%
"
                    Damian Cricol",Premier Fencing Academy,58,32,64.4%,41,21,66.1%,17,11,60.7%
"
                    Andrew Doares",Stoccata Fencing Academy & Club,165,50,76.7%,115,28,80.4%,50,22,69.4%
"
                    Gary Tsang",LA International Fencing,48,32,60.0%,41,23,64.1%,7,9,43.8%
"
                    Thomas Cheng",Stoccata Fencing Academy & Club / Orlando Fencing Sports Center LLC,222,90,71.2%,159,54,74.6%,63,36,63.6%
"
                    Anna Rekeda",Fencers Club Inc. / Arena Fencing Academy LLC,205,270,43.2%,164,206,44.3%,41,64,39.0%
"
                    Chanel Hwang",Gutkovskiy Fencing Academy,110,258,29.9%,88,214,29.1%,22,44,33.3%
"
                    Logan Perez",Medeo Fencing Club / Morris Fencing Club,76,78,49.4%,54,57,48.6%,22,21,51.2%
"
                    Caleb Park",Midwest Fencing Club,90,140,39.1%,66,114,36.7%,24,26,48.0%
"
                    Andy Kim",Space City Fencing Academy,77,103,42.8%,63,77,45.0%,14,26,35.0%
"
                    Sky Miller",Northwestern University NCAA,222,70,76.0%,160,40,80.0%,62,30,67.4%
"
                    Frederick Fogelson",Manhattan Fencing Center,492,257,65.7%,364,170,68.2%,128,87,59.5%
"
                    Esha Desai",Target Fencing Center / Precision Athletics Fencing Club,258,450,36.4%,218,352,38.2%,40,98,29.0%
"
                    Myrka Boyd",Fencing Institute Of Texas,9,3,75.0%,7,1,87.5%,2,2,50.0%
"
                    Carlos Valencia",Nova Fencing Club,-,-,-,-,-,-,-,-,-
"
                    Sarah Kravitz",Purdue Fencing Club-Purdue Univ.,68,54,55.7%,51,37,58.0%,17,17,50.0%
"
                    Christopher Formy Duval",Tidewater Fencing Club,244,136,64.2%,173,90,65.8%,71,46,60.7%
"
                    Christopher Cheney",South Bay Fencing Academy,51,27,65.4%,30,19,61.2%,21,8,72.4%
"
                    Darius Martin",Brooklyn Fencing Center,209,130,61.7%,154,88,63.6%,55,42,56.7%
"
                    William MORRILL",Scarsdale Fencing Center / Fencers Club Inc.,664,208,76.1%,433,124,77.7%,231,84,73.3%
"
                    Yonjae Kim",Top Fencing Club,457,233,66.2%,342,153,69.1%,115,80,59.0%
"
                    John Payne",Fencing Club Asheville,60,37,61.9%,50,24,67.6%,10,13,43.5%
"
                    Brando Messinese",LA International Fencing,5,1,83.3%,5,-,100.0%,-,1,0.0%
"
                    JoyAnn Wei",Capital Fencing Academy,411,270,60.4%,288,193,59.9%,123,77,61.5%
"
                    Zara Pehlivani",Battle Born Fencing Club,386,212,64.5%,280,142,66.4%,106,70,60.2%
"
                    Robert Gormley",Denver Fencing Center / Tidewater Fencing Club,63,30,67.7%,43,18,70.5%,20,12,62.5%
"
                    Dongrong Huang",AIC  Fencing Club,87,18,82.9%,54,13,80.6%,33,5,86.8%
"
                    Miron Lioznyansky",Alliance Fencing Academy,179,150,54.4%,142,105,57.5%,37,45,45.1%
"
                    Maggie Zhu",Denison University Fencing NCAA,19,8,70.4%,12,5,70.6%,7,3,70.0%
"
                    Anthony Chu",Fortune Fencing / Gryphon Fencing,74,54,57.8%,58,37,61.1%,16,17,48.5%
"
                    Francisco Santos",Olympia Fencing Center,198,270,42.3%,165,208,44.2%,33,62,34.7%
"
                    Texas Thomas",Fencing Academy Of Denver / Fencing Academy Of Denver,64,72,47.1%,52,53,49.5%,12,19,38.7%
"
                    Spencer Felt",Rain City Fencing Center,-,-,-,-,-,-,-,-,-
"
                    Serge Lilov",Lilov Fencing Academy,-,-,-,-,-,-,-,-,-
"
                    Ethan Dennis",Windy City Fencing-Chicago,293,310,48.6%,223,237,48.5%,70,73,49.0%
"
                    Lanting Wu",Cardinal Fencing Club,116,125,48.1%,93,94,49.7%,23,31,42.6%
"
                    Landon Shchur",New York Fencing Academy,527,268,66.3%,377,174,68.4%,150,94,61.5%
"
                    Benjamin Douglas",City of Thunder FC,12,21,36.4%,10,16,38.5%,2,5,28.6%
"
                    SAMARTH MAHAPATRA",Nellya Fencers,199,202,49.6%,159,150,51.5%,40,52,43.5%
"
                    Auset Muhammad",Delaware Valley Fencers Club-PA / Temple University NCAA,18,19,48.6%,14,15,48.3%,4,4,50.0%
"
                    Jahaan Stetson",City of Thunder FC,16,34,32.0%,10,29,25.6%,6,5,54.5%
"
                    Baran Downey",Manhattan Fencing Center,268,193,58.1%,192,137,58.4%,76,56,57.6%
"
                    Alex Little",Wasatch Fencing,42,139,23.2%,31,116,21.1%,11,23,32.4%
"
                    Douglas Green",West Michigan Fencing Academy,3,13,18.8%,3,10,23.1%,-,3,0.0%
"
                    Samuel Zubatiy",Spartak,397,174,69.5%,283,115,71.1%,114,59,65.9%
"
                    Jordan Miller",Way Of The Sword.Org / Way Of The Sword.Org,206,132,60.9%,147,97,60.2%,59,35,62.8%
"
                    Meredith Carrier",Wasatch Fencing / Schoolhouse Fencing,505,343,59.6%,370,249,59.8%,135,94,59.0%
"
                    Maddox Nesterczuk",North Shore Fencers Club,65,112,36.7%,52,89,36.9%,13,23,36.1%
"
                    Andrew Gefell",Ludus Fencing Studio / Long Island University NCAA,315,144,68.6%,230,93,71.2%,85,51,62.5%
"
                    Christopher Guffey",Globus Fencing Academy,459,266,63.3%,327,179,64.6%,132,87,60.3%
"
                    Oliver Shoemaker",Center for Blade Arts,27,79,25.5%,22,65,25.3%,5,14,26.3%
"
                    Sophie Pierson",Metro Tacoma Fencing Club,86,116,42.6%,67,92,42.1%,19,24,44.2%
"
                    Casey Wohlers",Seacoast Fencing Club,6,43,12.2%,6,39,13.3%,-,4,0.0%
"
                    Ellery Singer",Midwest Fencing Club,82,136,37.6%,63,106,37.3%,19,30,38.8%
"
                    Patricia Bedrosian",Salle Couturier,60,58,50.8%,41,41,50.0%,19,17,52.8%
"
                    Ava Aslinia",Heartland Fencing Academy,-,-,-,-,-,-,-,-,-
"
                    Adam Maczik",Marx Fencing Academy,210,112,65.2%,148,87,63.0%,62,25,71.3%
"
                    Gabriel Jesus García Martinez",Columbus Fencing And Fitness LLC,7,1,87.5%,6,-,100.0%,1,1,50.0%
"
                    Mary Wilkerson",Denver Fencing Center,39,34,53.4%,29,24,54.7%,10,10,50.0%
"
                    Teddy Kim",Battle Born Fencing Club,169,163,50.9%,134,122,52.3%,35,41,46.1%
"
                    Youlong Lin",LA International Fencing,40,8,83.3%,26,4,86.7%,14,4,77.8%
"
                    Nathan Wang",Swords Fencing Studio / Swords Fencing Studio,162,112,59.1%,122,78,61.0%,40,34,54.1%
"
                    zhe zheng",Golubitsky Fencing Center / Golubitsky Fencing Center,498,605,45.1%,404,464,46.5%,94,141,40.0%
"
                    Gerald Keener",Freehold Fencing Academy,45,136,24.9%,41,109,27.3%,4,27,12.9%
"
                    Bobby Gibbs",OnTarget Fencing Club / Charlotte Fencing Academy,-,-,-,-,-,-,-,-,-
"
                    Victoria Zhang",Bergen Fencing Club,48,37,56.5%,38,27,58.5%,10,10,50.0%
"
                    David Gardner","Avant Garde Fencers Club, Inc (CA) (AGFC)",50,68,42.4%,40,52,43.5%,10,16,38.5%
"
                    Campbell Blanks",Chesapeake Fencing Club,40,45,47.1%,29,36,44.6%,11,9,55.0%
"
                    Elijah Bolle",University of South Florida Fencing Club,36,64,36.0%,26,50,34.2%,10,14,41.7%
"
                    Jeemin Lee",Auburn Fencing Club,217,121,64.2%,161,82,66.3%,56,39,58.9%
"
                    Nicholas Franzese",Space City Fencing Academy,16,13,55.2%,15,8,65.2%,1,5,16.7%
"
                    Keelan Shardonofsky",Phoenix Falcons Fencing Club,21,28,42.9%,15,24,38.5%,6,4,60.0%
"
                    Monica Exum",Salle Auriol Seattle,128,28,82.1%,88,16,84.6%,40,12,76.9%
"
                    Changhee Han",Gutkovskiy Fencing Academy,140,81,63.3%,95,58,62.1%,45,23,66.2%
"
                    Veronika Gonzalez",Scarsdale Fencing Center / Fencers Club Inc.,344,157,68.7%,236,101,70.0%,108,56,65.9%
"
                    Heather Rhea",Central Iowa Fencing Academy,34,75,31.2%,28,59,32.2%,6,16,27.3%
"
                    David Frederick",Two Ravens Fencing School / Wadsworth Fencing Club,1,6,14.3%,-,5,0.0%,1,1,50.0%
"
                    Jenny Yang",Nellya Fencers,214,239,47.2%,173,176,49.6%,41,63,39.4%
"
                    Avery Hale",Alamo Fencing Academy,164,157,51.1%,128,113,53.1%,36,44,45.0%
"
                    Matt Kazan",The Phoenix Center / Boston Fencing Club,36,26,58.1%,23,17,57.5%,13,9,59.1%
"
                    Justin Chenh",Nova Fencing Club,122,185,39.7%,94,143,39.7%,28,42,40.0%
"
                    Emine Yucel",Capital Fencing Academy,44,25,63.8%,33,18,64.7%,11,7,61.1%
"
                    Hermina Monroe",Plymouth/Ann Arbor Fencing Academy,-,-,-,-,-,-,-,-,-
"
                    Jake Lo",Swords Fencing Studio,769,370,67.5%,534,245,68.5%,235,125,65.3%
"
                    Antonio Viveros",On Point Fencing Club,113,212,34.8%,88,172,33.8%,25,40,38.5%
"
                    Omar Elgeziry",Duke University Fencing NCAA,5,5,50.0%,2,4,33.3%,3,1,75.0%
"
                    Ruoxi Sun",Silicon Valley Fencing Center,672,308,68.6%,473,198,70.5%,199,110,64.4%
"
                    Anders Yu",Silicon Valley Fencing Center,409,245,62.5%,304,165,64.8%,105,80,56.8%
"
                    Helena Castano",Olympian Fencing Club,2,5,28.6%,2,4,33.3%,-,1,0.0%
"
                    Pranav Arora",Bergen Fencing Club,58,161,26.5%,39,131,22.9%,19,30,38.8%
"
                    Tomas Nonnenmacher",Allegheny College Fencing Club,4,3,57.1%,4,2,66.7%,-,1,0.0%
"
                    James Altschul",The University Of Iowa Fencing Club / Crimson Blades Fencing Academy,77,36,68.1%,55,24,69.6%,22,12,64.7%
"
                    Kristin Vines",Baylor School,21,13,61.8%,15,9,62.5%,6,4,60.0%
"
                    yat ching lee",South Florida Fencing Club,263,139,65.4%,189,91,67.5%,74,48,60.7%
"
                    Ashley Young",Battle Born Fencing Club,73,66,52.5%,61,47,56.5%,12,19,38.7%
"
                    Attila Lukacs",Rockland Fencers Club,-,-,-,-,-,-,-,-,-
"
                    Jaewon Jang",US Air Force Academy NCAA University,432,223,66.0%,324,144,69.2%,108,79,57.8%
"
                    Jakob Jeffery",Valkyrie Fencing Club,115,210,35.4%,88,174,33.6%,27,36,42.9%
"
                    Patrick Cha",Elite Fencing Academy (GA) / Elite Fencing Academy (VA),144,103,58.3%,110,71,60.8%,34,32,51.5%
"
                    David Baxter",Ace Fencing Academy,43,55,43.9%,33,42,44.0%,10,13,43.5%
"
                    Sean Goodlin",Columbus Fencing And Fitness LLC,61,116,34.5%,48,93,34.0%,13,23,36.1%
"
                    Chad Crouse",Middle Tennessee State University Fencing Club,-,-,-,-,-,-,-,-,-
"
                    Lauren Frank",North Bay Fencing Academy / Phoenix Falcons Fencing Club,48,41,53.9%,35,31,53.0%,13,10,56.5%
"
                    Marcus Au",The Fencing Center,181,126,59.0%,136,90,60.2%,45,36,55.6%
"
                    Jacobo Adan",Masters Fencing Club,40,64,38.5%,32,49,39.5%,8,15,34.8%
"
                    Jay Bhatt",West Berkeley Fencing Club,45,60,42.9%,39,44,47.0%,6,16,27.3%
"
                    Victor Rivera",Epee Miami Fencing Club,14,4,77.8%,12,2,85.7%,2,2,50.0%
"
                    Evan Vezmar",Center for Blade Arts,210,118,64.0%,151,80,65.4%,59,38,60.8%
"
                    Maya Barnovitz",Premier Fencing Academy,340,344,49.7%,266,260,50.6%,74,84,46.8%
"
                    Michael Wei",New York Fencing Academy,83,120,40.9%,67,95,41.4%,16,25,39.0%
"
                    Sophia Flatt",Bergen Fencing Club / Olympian Fencing Studio,250,303,45.2%,202,228,47.0%,48,75,39.0%
"
                    Chris Menne",Buccaneer Blades Fencing,68,69,49.6%,52,49,51.5%,16,20,44.4%
"
                    Christian Mendoza",Fencing Academy Of Denver,97,49,66.4%,66,36,64.7%,31,13,70.5%
"
                    Shadi Resheidat",Indianapolis Fencing Club,67,42,61.5%,52,28,65.0%,15,14,51.7%
"
                    Brian X Li",Vassar College Fencing Club NCAA / Metro Tacoma Fencing Club,398,243,62.1%,291,169,63.3%,107,74,59.1%
"
                    David Kent",Rocky Mountain Fencing Academy / Denver Fencing Center,113,137,45.2%,85,104,45.0%,28,33,45.9%
"
                    Theodore Tikhomirov",Windy City Fencing-Chicago,463,398,53.8%,343,291,54.1%,120,107,52.9%
"
                    Igor Tolkachev",Fencers Club Inc.,21,10,67.7%,15,7,68.2%,6,3,66.7%
"
                    Ryan Scharf",Premier Fencing Alliance,294,280,51.2%,226,211,51.7%,68,69,49.6%
"
                    Eric MCCONKEY",Heartland Fencing Academy / Heartland Fencing Academy,-,-,-,-,-,-,-,-,-
"
                    Anderson Bull",Salle Auriol Seattle / Manhattan Fencing Center,604,381,61.3%,433,275,61.2%,171,106,61.7%
"
                    Zachary Suckle",Marin Fencing Academy LLC,3,5,37.5%,3,4,42.9%,-,1,0.0%
"
                    Emma Han",South Bay Fencing Academy,187,352,34.7%,157,279,36.0%,30,73,29.1%
"
                    Zachary Hammer",San Francisco Fencers Club,16,1,94.1%,8,1,88.9%,8,-,100.0%
"
                    Alexandra Tzou",Sheridan Fencing Academy,377,153,71.1%,259,95,73.2%,118,58,67.0%
"
                    ANNA TVARDOVSKA",Prime Fencing Academy,7,2,77.8%,5,1,83.3%,2,1,66.7%
"
                    Natalie Leung",Swords Fencing Studio,458,237,65.9%,327,162,66.9%,131,75,63.6%
"
                    Aiden Holmes",Drew University NCAA / Salle Auriol Seattle,195,126,60.7%,144,91,61.3%,51,35,59.3%
"
                    Kim Phillips",PDX Fencing,95,38,71.4%,71,21,77.2%,24,17,58.5%
"
                    Maia Slowinski",Winter Garden Fencing Academy / Winter Garden Fencing Academy,147,92,61.5%,102,70,59.3%,45,22,67.2%
"
                    Denis Tolkachev",Fencers Club Inc.,16,9,64.0%,12,6,66.7%,4,3,57.1%
"
                    Aiden Siu",SoCAL Fencing Center / SoCAL Fencing Center,744,220,77.2%,486,129,79.0%,258,91,73.9%
"
                    Roberto Ferrer",Miami Lakes Fencing Club,4,2,66.7%,4,1,80.0%,-,1,0.0%
"
                    Raisza Lucho",East Bay Fencers Gym / Premier Fencing Academy,5,8,38.5%,5,6,45.5%,-,2,0.0%
"
                    John Speranza",Salle Auriol Seattle,24,38,38.7%,20,28,41.7%,4,10,28.6%
"
                    Brandon Rochelle",Smoky Mountain Fencing,5,2,71.4%,5,1,83.3%,-,1,0.0%
"
                    Shawn Zhou",LA International Fencing / Team Touche Fencing Center,399,202,66.4%,285,133,68.2%,114,69,62.3%
"
                    Jackson McBride",Columbia University NCAA / Phoenix Fencing Academy,217,82,72.6%,151,50,75.1%,66,32,67.3%
"
                    Rachel Kowalsky",New York Fencing Academy / Duke University Fencing NCAA,378,215,63.7%,286,148,65.9%,92,67,57.9%
"
                    Clayton WIcka",Michigan State University Fencing Club / San Luis Highlanders Fencing Club,12,15,44.4%,8,12,40.0%,4,3,57.1%
"
                    Rachel Fedde",Brooklyn Fencing Center,33,12,73.3%,24,6,80.0%,9,6,60.0%
"
                    Luke Strauss",Northern Colorado Fencers,634,371,63.1%,442,262,62.8%,192,109,63.8%
"
                    SEAN OH",Epic Fencing Club,457,284,61.7%,336,205,62.1%,121,79,60.5%
"
                    Kari Pedersen",Royal Arts Fencing Academy,53,32,62.4%,38,22,63.3%,15,10,60.0%
"
                    Susan Wiggers",Nellya Fencers / The Ohio State University NCAA,433,233,65.0%,309,164,65.3%,124,69,64.2%
"
                    Zachary Paulsen",Iowa City Fencing Center / The University Of Iowa Fencing Club,41,58,41.4%,32,44,42.1%,9,14,39.1%
"
                    Arden Sangster",Oregon Fencing Alliance,141,195,42.0%,108,152,41.5%,33,43,43.4%
"
                    Audreen Bandegan",University of California Davis,19,15,55.9%,14,10,58.3%,5,5,50.0%
"
                    Kaia Wotzak",Candlewood Fencing Center,57,106,35.0%,51,83,38.1%,6,23,20.7%
"
                    Miyuki Endo",Denison University Fencing NCAA,458,292,61.1%,336,214,61.1%,122,78,61.0%
"
                    Jaywu Jun",Arena Fencing Academy LLC,301,179,62.7%,228,120,65.5%,73,59,55.3%
"
                    Emily You",Guanyi Fencing Academy,448,333,57.4%,329,234,58.4%,119,99,54.6%
"
                    Grace Ker",Cardinal Fencing Club,602,231,72.3%,410,144,74.0%,192,87,68.8%
"
                    Zachary Freeman",University Of Florida Fencing Club / Invictus Fencing,53,69,43.4%,46,52,46.9%,7,17,29.2%
"
                    Lewis Vaden",Hub City Fencing Academy,-,-,-,-,-,-,-,-,-
"
                    Jack Shannon",Manchen Academy Of Fencing,251,385,39.5%,206,300,40.7%,45,85,34.6%
"
                    Diego Maria Cremona",Tampa Fencing & Tennis Academy,99,97,50.5%,81,73,52.6%,18,24,42.9%
"
                    Claire Rheinecker",Triple Threat Fencing Academy,64,124,34.0%,51,98,34.2%,13,26,33.3%
"
                    William Fenker",Miracle Fencing Club,163,66,71.2%,115,47,71.0%,48,19,71.6%
"
                    Richard Davis",New Orleans Athletic Club,17,31,35.4%,14,24,36.8%,3,7,30.0%
"
                    B.B. Yanicelli",LA International Fencing,29,42,40.8%,25,32,43.9%,4,10,28.6%
"
                    Nicolas Burton",Arizona State University Fencing Club,11,19,36.7%,10,14,41.7%,1,5,16.7%
"
                    Gabriel Guerra",Metro Tacoma Fencing Club,667,264,71.6%,452,170,72.7%,215,94,69.6%
"
                    Mark Shulkin",Arena Fencing Academy LLC,51,98,34.2%,43,78,35.5%,8,20,28.6%
"
                    Kira Hansen",Academy Of Fencing Masters (AFM),95,36,72.5%,67,22,75.3%,28,14,66.7%
"
                    Bryan Salley",Buccaneer Blades Fencing,54,20,73.0%,41,14,74.5%,13,6,68.4%
"
                    Lucas Marin",South Florida Fencing Club,142,168,45.8%,112,129,46.5%,30,39,43.5%
"
                    David Irving",Still Point Fencing,5,14,26.3%,5,11,31.2%,-,3,0.0%
"
                    Matthew Fields",Tim Morehouse Fencing Club,454,362,55.6%,356,254,58.4%,98,108,47.6%
"
                    Yoko Oishi",PDX Fencing,29,59,33.0%,22,46,32.4%,7,13,35.0%
"
                    Andrew Fu",The Fencers Academy,10,11,47.6%,9,8,52.9%,1,3,25.0%
"
                    Cheryl Paine",Red Door Fencing,32,38,45.7%,25,28,47.2%,7,10,41.2%
"
                    Alexander Ferencz",Renaissance Fencing Club,17,16,51.5%,13,13,50.0%,4,3,57.1%
"
                    Luis Felipe Mattos",Medeo Fencing Club,112,119,48.5%,83,90,48.0%,29,29,50.0%
"
                    Ian Lee",Plymouth/Ann Arbor Fencing Academy,26,37,41.3%,20,28,41.7%,6,9,40.0%
"
                    Jeremy Moore",Baker County Fencing Club,321,93,77.5%,212,55,79.4%,109,38,74.1%
